file_name,global_trap_id,tpc,trap,ch_list,PE_meas,PE_meas_noLTcr,PE_exp,PE_exp_noLTcr
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,0,0,0,"[4, 5, 6, 7, 8, 9]",139.95502853393555,139.95502853393555,151856.78850368943,151856.78850368943
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,1,0,1,"[4, 5]",1326.5410499572754,241.9783058166504,206930.96437534338,34619.34199996416
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,2,0,2,"[6, 7]",913.3717193603516,913.3717193603516,134467.9557980722,134467.9557980722
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,3,0,3,"[8, 9]",2944.630657196045,870.3480834960938,232189.4912708446,106481.72547994493
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,4,0,4,"[10, 11, 12, 13, 14, 15]",326.7040328979492,326.7040328979492,571318.915336549,571318.915336549
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,5,0,5,"[10, 11]",942.1008377075195,533.762580871582,85801.27669274226,85801.27669274226
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,6,0,6,"[12, 13]",2327.707546234131,440.06220626831055,65793.61087894795,65793.61087894795
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,7,0,7,"[14, 15]",1849.737117767334,369.6835289001465,70233.8391833388,70233.8391833388
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,8,0,8,"[20, 21, 22, 23, 24, 25]",233.90833282470703,233.90833282470703,174490.01065402347,174490.01065402347
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,9,0,9,"[20, 21]",1977.858554840088,342.1153907775879,224781.33778979126,55065.70103244351
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,10,0,10,"[22, 23]",1316.223747253418,499.62352752685547,223643.89750901092,76539.6668106566
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,11,0,11,"[24, 25]",1108.889549255371,1072.1558380126953,121805.67520943203,121805.67520943203
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,12,0,12,"[26, 27, 28, 29, 30, 31]",236.25228881835938,236.25228881835938,196540.29677254552,196540.29677254552
packet-0050018-2024_07_11_00_17_47_CDT.FLOW.hdf5,13,0,13,"[26, 27]",322.74229431152344,250.41239166259766,50664.730471354575,50664.730471354575
