file_name,global_trap_id,tpc,adc,ch_list,PE_meas,PE_meas_noLTcr,PE_exp,PE_exp_noLTcr
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,89,2,2,"[4, 5]",3738.319667816162,619.2711524963379,278562.1650455047,278562.1650455047
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,90,2,2,"[6, 7]",4112.7018966674805,558.0816497802734,259377.33985942218,259377.33985942218
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,91,2,2,"[8, 9]",4084.771583557129,529.9236640930176,589907.7595335562,589907.7595335562
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,92,2,2,"[26, 27, 28, 29, 30, 31]",4925.703590393066,433.18449783325195,224756.11733829306,224756.11733829306
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,93,2,2,"[10, 11]",1984.8964138031006,151.7937355041504,335233.39967185736,335233.39967185736
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,94,2,2,"[12, 13]",2705.6185035705566,273.0766487121582,239254.99422165356,239254.99422165356
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,95,2,2,"[14, 15]",2010.0094947814941,361.2143898010254,420889.2020548437,420889.2020548437
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,200,5,5,"[26, 27, 28, 29, 30, 31]",7643.182373046875,1851.2767181396484,391285.95019354107,391285.95019354107
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,201,5,5,"[26, 27]",7031.516147613525,1933.1020202636719,283470.64182636305,283470.64182636305
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,202,5,5,"[28, 29]",8494.806694030762,2174.038200378418,309449.29031291,309449.29031291
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,203,5,5,"[30, 31]",7490.078145980835,1747.9828338623047,794962.2668936409,794962.2668936409
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,204,5,5,"[20, 21, 22, 23, 24, 25]",7568.782165527344,1476.9788284301758,172380.8661329143,172380.8661329143
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,205,5,5,"[20, 21]",3294.605785369873,681.078914642334,523909.45834595757,319689.1359552792
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,206,5,5,"[22, 23]",3686.2425117492676,740.1685218811035,373944.0007785354,373944.0007785354
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,207,5,5,"[24, 25]",2873.0547943115234,680.4507331848145,685107.668414198,685107.668414198
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,208,5,5,"[10, 11, 12, 13, 14, 15]",5210.766611099243,1458.4674835205078,112838.08224885279,112838.08224885279
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,209,5,5,"[10, 11]",6503.379148483276,2396.7851428985596,159559.90481835956,159559.90481835956
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,210,5,5,"[12, 13]",8546.846591949463,2875.378143310547,182311.67679093647,182311.67679093647
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,211,5,5,"[14, 15]",8625.483489990234,2634.3841552734375,574389.5485692761,574389.5485692761
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,212,5,5,"[4, 5, 6, 7, 8, 9]",5659.26834487915,1367.4423751831055,177500.09461057803,177500.09461057803
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,213,5,5,"[4, 5]",3041.9412059783936,1396.057725906372,150240.34425815957,150240.34425815957
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,214,5,5,"[6, 7]",5464.275011062622,2819.944917678833,132452.14427993126,132452.14427993126
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,215,5,5,"[8, 9]",4741.153820037842,2851.3936138153076,318623.8760141347,318623.8760141347
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,160,4,4,"[42, 43, 44, 45, 46, 47]",3437.270404815674,269.01604080200195,735472.4975439699,735472.4975439699
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,161,4,4,"[42, 43]",3340.831573486328,576.5985908508301,882067.4075736699,882067.4075736699
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,162,4,4,"[44, 45]",5196.10986328125,1567.425895690918,894475.7337736026,894475.7337736026
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,163,4,4,"[46, 47]",2915.2353916168213,311.57310485839844,2711260.930858339,2711260.930858339
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,164,4,4,"[36, 37, 38, 39, 40, 41]",4938.686332702637,961.6507797241211,970762.5434340029,970762.5434340029
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,165,4,4,"[52, 53]",3601.4691009521484,743.4873809814453,422298.9103634736,422298.9103634736
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,166,4,4,"[54, 55]",7612.327610015869,1665.8067932128906,333213.38014016586,333213.38014016586
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,167,4,4,"[56, 57]",5360.578834533691,571.6325759887695,721844.6166398706,721844.6166398706
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,168,4,4,"[58, 59, 60, 61, 62, 63]",2937.9086513519287,188.55856704711914,348184.0353520215,348184.0353520215
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,169,4,4,"[58, 59]",5180.60266494751,502.0290069580078,447555.2782900282,447555.2782900282
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,170,4,4,"[60, 61]",4622.623106002808,471.96692085266113,451324.68947554426,451324.68947554426
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,171,4,4,"[62, 63]",5961.601890563965,654.8147315979004,1200906.094219764,1200906.094219764
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,172,4,4,"[52, 53, 54, 55, 56, 57]",5433.447025299072,798.0677757263184,300014.86668049917,300014.86668049917
