file_name,global_trap_id,tpc,trap,ch_list,PE_meas,PE_meas_noLTcr,PE_exp,PE_exp_noLTcr
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,0,0,0,"[4, 5, 6, 7, 8, 9]",122.73125839233398,122.73125839233398,124597.39744849314,124597.39744849314
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,1,0,1,"[4, 5]",928.9027709960938,928.9027709960938,131797.59062514413,131797.59062514413
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,2,0,2,"[6, 7]",1205.1837158203125,1205.1837158203125,153813.27570646364,153813.27570646364
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,3,0,3,"[8, 9]",2299.5824127197266,551.2414703369141,243896.5149189789,43713.83122589469
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,4,0,4,"[10, 11, 12, 13, 14, 15]",83.88904762268066,83.88904762268066,228603.1571277173,228603.1571277173
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,5,0,5,"[10, 11]",485.21825790405273,351.4521293640137,49357.58090725771,49357.58090725771
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,6,0,6,"[12, 13]",1261.7124290466309,219.1490135192871,139251.07230878202,36337.76615744365
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,7,0,7,"[14, 15]",3358.7173347473145,709.3879890441895,177661.493246739,177661.493246739
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,8,0,8,"[20, 21, 22, 23, 24, 25]",169.2721405029297,169.2721405029297,126181.16188591278,126181.16188591278
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,9,0,9,"[20, 21]",1551.4473571777344,1551.4473571777344,130291.064743207,130291.064743207
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,10,0,10,"[22, 23]",845.9073181152344,845.9073181152344,146184.41885730845,146184.41885730845
packet-0050018-2024_07_11_16_19_29_CDT.FLOW.hdf5,11,0,11,"[24, 25]",1828.7223510742188,372.17669677734375,234755.30301793758,38959.99873359534
